Entity,Code,Year,production|Petroleum|Crude|tonnes
Germany,DEU,1998,2894526
Germany,DEU,1999,2740073
Germany,DEU,2000,3119592
Germany,DEU,2001,3569290
Germany,DEU,2002,3768054
Germany,DEU,2003,3799864
Germany,DEU,2004,3515537
Germany,DEU,2005,3815173
Germany,DEU,2006,3515401
Germany,DEU,2007,3415374
Germany,DEU,2008,3053998
Germany,DEU,2009,2800063
Germany,DEU,2010,2511174
Germany,DEU,2011,2677136
Germany,DEU,2012,2633000
Germany,DEU,2013,2638379
Germany,DEU,2014,2429789
Germany,DEU,2015,2412063
Germany,DEU,2016,2355028
Germany,DEU,2017,2218406
Germany,DEU,2018,2066642
Germany,DEU,2019,1923232
Germany,DEU,2020,1895942
Germany,DEU,2021,1805932
Germany,DEU,2022,1699014
Germany,DEU,2023,1635331
Ghana,GHA,1995,250000
Ghana,GHA,1996,250000
Ghana,GHA,1997,250000
Ghana,GHA,1998,250000
Ghana,GHA,1999,300000
Ghana,GHA,2000,350000
Ghana,GHA,2001,450000
Ghana,GHA,2002,350000
Ghana,GHA,2003,351000
Ghana,GHA,2004,351000
Ghana,GHA,2005,301000
Ghana,GHA,2006,301000
Ghana,GHA,2007,301000
Ghana,GHA,2008,301000
Ghana,GHA,2009,301000
Ghana,GHA,2010,361000
Ghana,GHA,2011,3833000
Ghana,GHA,2012,3928000
Ghana,GHA,2013,4960000
Ghana,GHA,2014,5311000
Ghana,GHA,2015,5161000
Ghana,GHA,2016,4960192
Ghana,GHA,2017,7582380
Ghana,GHA,2018,8679635
Ghana,GHA,2019,9806395
Ghana,GHA,2020,9186933
Ghana,GHA,2021,7556677
Ghana,GHA,2022,7104527
Ghana,GHA,2023,6622791
Greece,GRC,1979,0
Greece,GRC,1980,0
Greece,GRC,1981,202186
Greece,GRC,1982,1012216
Greece,GRC,1983,1249630
Greece,GRC,1984,1332524
Greece,GRC,1985,1330684
Greece,GRC,1986,1347837
Greece,GRC,1987,1238153
Greece,GRC,1988,1141922
Greece,GRC,1989,926593
Greece,GRC,1990,836013
Greece,GRC,1991,848594
Greece,GRC,1992,697739
Greece,GRC,1993,568306
Greece,GRC,1994,543584
Greece,GRC,1995,454266
Greece,GRC,1996,517001
Greece,GRC,1997,467000
Greece,GRC,1998,315000
Greece,GRC,1999,300000
Greece,GRC,2000,256000
Greece,GRC,2001,293000
Greece,GRC,2002,207000
Greece,GRC,2003,143000
Greece,GRC,2004,143000
Greece,GRC,2005,135000
Greece,GRC,2006,93000
Greece,GRC,2007,80000
Greece,GRC,2008,66000
Greece,GRC,2009,87000
Greece,GRC,2010,86000
Greece,GRC,2011,203000
Greece,GRC,2012,229000
Greece,GRC,2013,224000
Greece,GRC,2014,224000
Greece,GRC,2015,214000
Greece,GRC,2016,329000
Greece,GRC,2017,313000
Greece,GRC,2018,365000
Greece,GRC,2019,365000
Greece,GRC,2020,261000
Greece,GRC,2021,271000
Greece,GRC,2022,271000
Greece,GRC,2023,271000
Guatemala,GTM,1980,210000
Guatemala,GTM,1981,207200
Guatemala,GTM,1982,317900
Guatemala,GTM,1983,375009
Guatemala,GTM,1984,241474
Guatemala,GTM,1985,151222
Guatemala,GTM,1986,255251
Guatemala,GTM,1987,191167
Guatemala,GTM,1988,185182
Guatemala,GTM,1989,184221
Guatemala,GTM,1990,199630
Guatemala,GTM,1991,187648
Guatemala,GTM,1992,284473
Guatemala,GTM,1993,347800
Guatemala,GTM,1994,367100
Guatemala,GTM,1995,474700
Guatemala,GTM,1996,739206
Guatemala,GTM,1997,989463
Guatemala,GTM,1998,1280739
Guatemala,GTM,1999,1177413
Guatemala,GTM,2000,1050092
Guatemala,GTM,2001,1067317
Guatemala,GTM,2002,1248953
Guatemala,GTM,2003,1252104
Guatemala,GTM,2004,1024000
Guatemala,GTM,2005,933000
Guatemala,GTM,2006,816000
Guatemala,GTM,2007,774500
Guatemala,GTM,2008,715400
Guatemala,GTM,2009,523700
Guatemala,GTM,2010,605100
Guatemala,GTM,2011,554100
Guatemala,GTM,2012,537620
Guatemala,GTM,2013,505573
Guatemala,GTM,2014,508862
Guatemala,GTM,2015,508222
Guatemala,GTM,2016,475741
Guatemala,GTM,2017,488068
Guatemala,GTM,2018,466496
Guatemala,GTM,2019,486250
Guatemala,GTM,2020,395591
Guatemala,GTM,2021,319291
Guatemala,GTM,2022,313237
Guatemala,GTM,2023,252694
Hungary,HUN,1970,1937000
Hungary,HUN,1971,1955000
Hungary,HUN,1972,1977000
Hungary,HUN,1973,1989000
Hungary,HUN,1974,1997000
Hungary,HUN,1975,2006000
Hungary,HUN,1976,2142000
Hungary,HUN,1977,2191000
Hungary,HUN,1978,2198000
Hungary,HUN,1979,2027000
Hungary,HUN,1980,2031000
Hungary,HUN,1981,2024000
Hungary,HUN,1982,2027000
Hungary,HUN,1983,2004000
Hungary,HUN,1984,2007000
Hungary,HUN,1985,2012000
Hungary,HUN,1986,2005000
Hungary,HUN,1987,1914000
Hungary,HUN,1988,1947000
Hungary,HUN,1989,1966000
Hungary,HUN,1990,1974000
Hungary,HUN,1991,1893000
Hungary,HUN,1992,1825000
Hungary,HUN,1993,1709000
Hungary,HUN,1994,1631000
Hungary,HUN,1995,1669000
Hungary,HUN,1996,1476600
Hungary,HUN,1997,1355420
Hungary,HUN,1998,1241380
Hungary,HUN,1999,1272140
Hungary,HUN,2000,1130850
Hungary,HUN,2001,1058060
Hungary,HUN,2002,1049770
Hungary,HUN,2003,1134245
Hungary,HUN,2004,1076844
Hungary,HUN,2005,947542
Hungary,HUN,2006,886000
Hungary,HUN,2007,838672
Hungary,HUN,2008,811000
Hungary,HUN,2009,796000
Hungary,HUN,2010,735900
Hungary,HUN,2011,657000
Hungary,HUN,2012,700931
Hungary,HUN,2013,626890
Hungary,HUN,2014,616070
Hungary,HUN,2015,633090
Hungary,HUN,2016,774000
Hungary,HUN,2017,705274
Hungary,HUN,2018,816111
Hungary,HUN,2019,1158129
Hungary,HUN,2020,848800
Hungary,HUN,2021,891413
Hungary,HUN,2022,903501
Hungary,HUN,2023,932615
India,IND,1970,6808000
India,IND,1971,7185000
India,IND,1972,7373000
India,IND,1973,7198000
India,IND,1974,7491000
India,IND,1975,8283000
India,IND,1976,8430000
India,IND,1977,10185000
India,IND,1978,11270000
India,IND,1979,12841000
India,IND,1980,9397000
India,IND,1981,14925000
India,IND,1982,19712000
India,IND,1983,25148000
India,IND,1984,28046000
India,IND,1985,29860000
India,IND,1986,31157000
India,IND,1987,30128000
India,IND,1988,31580000
India,IND,1989,33693000
India,IND,1990,33309000
India,IND,1991,31287000
India,IND,1992,26950000
India,IND,1993,27027000
India,IND,1994,32239000
India,IND,1995,34517000
India,IND,1996,32900000
India,IND,1997,33772000
India,IND,1998,32722000
India,IND,1999,31949000
India,IND,2000,32426000
India,IND,2001,32032000
India,IND,2002,33044000
India,IND,2003,33373000
India,IND,2004,34015000
India,IND,2005,32190000
India,IND,2006,33988000
India,IND,2007,34118000
India,IND,2008,33506000
India,IND,2009,33691000
India,IND,2010,37712000
India,IND,2011,38090000
India,IND,2012,37862000
India,IND,2013,37788000
India,IND,2014,37461000
India,IND,2015,36942000
India,IND,2016,36009000
India,IND,2017,35684000
India,IND,2018,34203000
India,IND,2019,32169000
India,IND,2020,30491000
India,IND,2021,29691000
India,IND,2022,29392000
India,IND,2023,29114000
Indonesia,IDN,1970,42400000
Indonesia,IDN,1971,44320000
Indonesia,IDN,1972,53703000
Indonesia,IDN,1973,66486000
Indonesia,IDN,1974,68296000
Indonesia,IDN,1975,64896000
Indonesia,IDN,1976,74894000
Indonesia,IDN,1977,83712000
Indonesia,IDN,1978,81206000
Indonesia,IDN,1979,76789000
Indonesia,IDN,1980,76345000
Indonesia,IDN,1981,77379995
Indonesia,IDN,1982,64592358
Indonesia,IDN,1983,64895924
Indonesia,IDN,1984,68402999
Indonesia,IDN,1985,64007442
Indonesia,IDN,1986,67111405
Indonesia,IDN,1987,63384096
Indonesia,IDN,1988,64053453
Indonesia,IDN,1989,68031754
Indonesia,IDN,1990,70185234
Indonesia,IDN,1991,71038899
Indonesia,IDN,1992,74327000
Indonesia,IDN,1993,72840000
Indonesia,IDN,1994,73297000
Indonesia,IDN,1995,72800000
Indonesia,IDN,1996,73000000
Indonesia,IDN,1997,72400000
Indonesia,IDN,1998,71300000
Indonesia,IDN,1999,68395000
Indonesia,IDN,2000,71500000
Indonesia,IDN,2001,68000000
Indonesia,IDN,2002,63277000
Indonesia,IDN,2003,57839000
Indonesia,IDN,2004,54870000
Indonesia,IDN,2005,52943000
Indonesia,IDN,2006,50281000
Indonesia,IDN,2007,47719000
Indonesia,IDN,2008,48973000
Indonesia,IDN,2009,47440000
Indonesia,IDN,2010,47245000
Indonesia,IDN,2011,45105000
Indonesia,IDN,2012,43105000
Indonesia,IDN,2013,41259000
Indonesia,IDN,2014,39439000
Indonesia,IDN,2015,39290000
Indonesia,IDN,2016,41553000
Indonesia,IDN,2017,40051000
Indonesia,IDN,2018,38600000
Indonesia,IDN,2019,37264000
Indonesia,IDN,2020,35513000
Indonesia,IDN,2021,32927021
Indonesia,IDN,2022,30620822
Indonesia,IDN,2023,30286164
Iran,IRN,1970,175160000
Iran,IRN,1971,207700000
Iran,IRN,1972,249501000
Iran,IRN,1973,290262000
Iran,IRN,1974,298223000
Iran,IRN,1975,264946000
Iran,IRN,1976,294200000
Iran,IRN,1977,282230000
Iran,IRN,1978,258299000
Iran,IRN,1979,156109000
Iran,IRN,1980,74250000
Iran,IRN,1981,93425140
Iran,IRN,1982,97320000
Iran,IRN,1983,122400000
Iran,IRN,1984,109300000
Iran,IRN,1985,110000000
Iran,IRN,1986,94500000
Iran,IRN,1987,114700000
Iran,IRN,1988,112900000
Iran,IRN,1989,144347000
Iran,IRN,1990,157084000
Iran,IRN,1991,166731000
Iran,IRN,1992,173172000
Iran,IRN,1993,183677000
Iran,IRN,1994,180891000
Iran,IRN,1995,182700000
Iran,IRN,1996,183800000
Iran,IRN,1997,185100000
Iran,IRN,1998,188900000
Iran,IRN,1999,176200000
Iran,IRN,2000,189400000
Iran,IRN,2001,184400000
Iran,IRN,2002,172700000
Iran,IRN,2003,203700000
Iran,IRN,2004,209700000
Iran,IRN,2005,206200000
Iran,IRN,2006,208000000
Iran,IRN,2007,209700000
Iran,IRN,2008,209800000
Iran,IRN,2009,202400000
Iran,IRN,2010,207100000
Iran,IRN,2011,222344300
Iran,IRN,2012,180681600
Iran,IRN,2013,169763200
Iran,IRN,2014,174239000
Iran,IRN,2015,180200000
Iran,IRN,2016,216100000
Iran,IRN,2017,231900000
Iran,IRN,2018,219600000
Iran,IRN,2019,161700000
Iran,IRN,2020,147700000
Iran,IRN,2021,172200000
Iran,IRN,2022,180200000
Iran,IRN,2023,214300000
Iraq,IRQ,1970,76448000
Iraq,IRQ,1971,83771000
Iraq,IRQ,1972,72343000
Iraq,IRQ,1973,99369000
Iraq,IRQ,1974,97032000
Iraq,IRQ,1975,110952000
Iraq,IRQ,1976,112284000
Iraq,IRQ,1977,111000000
Iraq,IRQ,1978,128750000
Iraq,IRQ,1979,169290000
Iraq,IRQ,1980,127900000
Iraq,IRQ,1981,43047670
Iraq,IRQ,1982,41745200
Iraq,IRQ,1983,53864799
Iraq,IRQ,1984,55211419
Iraq,IRQ,1985,70600000
Iraq,IRQ,1986,85500000
Iraq,IRQ,1987,102400000
Iraq,IRQ,1988,127700000
Iraq,IRQ,1989,139185000
Iraq,IRQ,1990,100681000
Iraq,IRQ,1991,14876000
Iraq,IRQ,1992,20871000
Iraq,IRQ,1993,23548000
Iraq,IRQ,1994,27752000
Iraq,IRQ,1995,31833000
Iraq,IRQ,1996,29900000
Iraq,IRQ,1997,58300000
Iraq,IRQ,1998,104400000
Iraq,IRQ,1999,133906000
Iraq,IRQ,2000,127300000
Iraq,IRQ,2001,116700000
Iraq,IRQ,2002,104000000
Iraq,IRQ,2003,66100000
Iraq,IRQ,2004,100000000
Iraq,IRQ,2005,93035000
Iraq,IRQ,2006,98100000
Iraq,IRQ,2007,102688000
Iraq,IRQ,2008,115411000
Iraq,IRQ,2009,117533000
Iraq,IRQ,2010,120400000
Iraq,IRQ,2011,136900000
Iraq,IRQ,2012,152400000
Iraq,IRQ,2013,153200000
Iraq,IRQ,2014,160300000
Iraq,IRQ,2015,195600000
Iraq,IRQ,2016,217600000
Iraq,IRQ,2017,222400000
Iraq,IRQ,2018,227000000
Iraq,IRQ,2019,234200000
Iraq,IRQ,2020,202000000
Iraq,IRQ,2021,200800000
Iraq,IRQ,2022,221300000
Iraq,IRQ,2023,213000000
Israel,ISR,1970,80000
Israel,ISR,1971,70000
Israel,ISR,1972,6375000
Israel,ISR,1973,4673000
Israel,ISR,1974,5298000
Israel,ISR,1975,3969000
Israel,ISR,1976,38000
Israel,ISR,1977,28000
Israel,ISR,1978,24000
Israel,ISR,1979,22000
Israel,ISR,1980,21000
Israel,ISR,1981,16785
Israel,ISR,1982,13680
Israel,ISR,1983,12130
Israel,ISR,1984,17420
Israel,ISR,1985,9396
Israel,ISR,1986,13136
Israel,ISR,1987,15143
Israel,ISR,1988,19522
Israel,ISR,1989,16876
Israel,ISR,1990,11494
Israel,ISR,1991,8575
Israel,ISR,1994,4105
Israel,ISR,1995,6568
Israel,ISR,1996,8459
Israel,ISR,1997,13564
Israel,ISR,1998,5630
Israel,ISR,1999,4100
Israel,ISR,2000,4300
Israel,ISR,2001,4100
Israel,ISR,2002,4560
Israel,ISR,2003,3736
Israel,ISR,2004,3155
Israel,ISR,2005,3114
Israel,ISR,2006,3500
Israel,ISR,2007,11700
Israel,ISR,2008,2200
Israel,ISR,2009,2010
Israel,ISR,2010,1791
Israel,ISR,2011,4638
Israel,ISR,2012,30690
Israel,ISR,2013,52259
Israel,ISR,2014,60010
Israel,ISR,2015,65383
Israel,ISR,2016,92837
Israel,ISR,2017,65488
Israel,ISR,2018,75292
Israel,ISR,2019,85563
Israel,ISR,2020,132820
Israel,ISR,2021,167786
Israel,ISR,2022,134250
Israel,ISR,2023,467852
Italy,ITA,1970,1405000
Italy,ITA,1971,1288000
Italy,ITA,1972,1152000
Italy,ITA,1973,1048000
Italy,ITA,1974,1025000
Italy,ITA,1975,1118000
Italy,ITA,1976,1109000
Italy,ITA,1977,1083000
Italy,ITA,1978,1452000
Italy,ITA,1979,1662000
Italy,ITA,1980,1800000
Italy,ITA,1981,1465093
Italy,ITA,1982,1728165
Italy,ITA,1983,2197582
Italy,ITA,1984,2236203
Italy,ITA,1985,2342545
Italy,ITA,1986,2510564
Italy,ITA,1987,3904542
Italy,ITA,1988,4839213
Italy,ITA,1989,4568424
Italy,ITA,1990,4623694
Italy,ITA,1991,4305916
Italy,ITA,1992,4468191
Italy,ITA,1993,4634364
Italy,ITA,1994,4927898
Italy,ITA,1995,5207980
Italy,ITA,1996,5368971
Italy,ITA,1997,5892055
Italy,ITA,1998,5560072
Italy,ITA,1999,5049417
Italy,ITA,2000,4586000
Italy,ITA,2001,4097000
Italy,ITA,2002,5531000
Italy,ITA,2003,5570000
Italy,ITA,2004,5445000
Italy,ITA,2005,6100000
Italy,ITA,2006,5800000
Italy,ITA,2007,5800000
Italy,ITA,2008,5219751
Italy,ITA,2009,4550816
Italy,ITA,2010,5080498
Italy,ITA,2011,5286042
Italy,ITA,2012,5376629
Italy,ITA,2013,5480000
Italy,ITA,2014,5750000
Italy,ITA,2015,5450000
Italy,ITA,2016,3740000
Italy,ITA,2017,4140000
Italy,ITA,2018,4670000
Italy,ITA,2019,4270000
Italy,ITA,2020,5380000
Italy,ITA,2021,4830000
Italy,ITA,2022,4450000
Italy,ITA,2023,4230000
Japan,JPN,1970,820000
Japan,JPN,1971,802000
Japan,JPN,1972,760000
Japan,JPN,1973,746000
Japan,JPN,1974,716000
Japan,JPN,1975,643000
Japan,JPN,1976,616000
Japan,JPN,1977,629000
Japan,JPN,1978,574000
Japan,JPN,1979,511000
Japan,JPN,1980,459000
Japan,JPN,1981,415550
Japan,JPN,1982,426310
Japan,JPN,1983,448650
Japan,JPN,1984,433950
Japan,JPN,1985,570135
Japan,JPN,1986,676223
Japan,JPN,1987,645200
Japan,JPN,1988,631180
Japan,JPN,1989,584736
Japan,JPN,1990,576581
Japan,JPN,1991,800933
Japan,JPN,1992,852000
Japan,JPN,1993,774000
Japan,JPN,1994,789000
Japan,JPN,1995,786000
Japan,JPN,1996,764000
Japan,JPN,1997,768000
Japan,JPN,1998,722000
Japan,JPN,1999,666000
Japan,JPN,2000,675000
Japan,JPN,2001,678000
Japan,JPN,2002,653000
Japan,JPN,2003,757000
Japan,JPN,2004,783000
Japan,JPN,2005,834000
Japan,JPN,2006,818000
Japan,JPN,2007,876000
Japan,JPN,2008,899000
Japan,JPN,2009,840000
Japan,JPN,2010,796000
Japan,JPN,2011,759000
Japan,JPN,2012,724000
Japan,JPN,2013,627000
Japan,JPN,2014,588000
Japan,JPN,2015,544000
Japan,JPN,2016,501000
Japan,JPN,2017,512000
Japan,JPN,2018,455000
Japan,JPN,2019,477000
Japan,JPN,2020,468000
Japan,JPN,2021,447000
Japan,JPN,2022,384000
Japan,JPN,2023,360000
Jordan,JOR,1994,0
Jordan,JOR,1995,0
Jordan,JOR,1996,1700
Jordan,JOR,1997,2097
Jordan,JOR,1998,2100
Jordan,JOR,1999,2174
Jordan,JOR,2000,1308
Jordan,JOR,2001,1600
Jordan,JOR,2002,1500
Jordan,JOR,2003,1400
Jordan,JOR,2004,1200
Jordan,JOR,2005,1200
Jordan,JOR,2006,1400
Jordan,JOR,2007,1200
Jordan,JOR,2008,2200
Jordan,JOR,2009,1500
Jordan,JOR,2010,1200
Jordan,JOR,2011,1000
Jordan,JOR,2012,1000
Jordan,JOR,2013,1000
Jordan,JOR,2014,800
Jordan,JOR,2015,500
Jordan,JOR,2016,400
Jordan,JOR,2017,300
Jordan,JOR,2018,1000
Jordan,JOR,2019,200
Jordan,JOR,2020,1300
Jordan,JOR,2021,14700
Jordan,JOR,2022,12900
Jordan,JOR,2023,6000
Kazakhstan,KAZ,1992,21933600
Kazakhstan,KAZ,1993,19572200
Kazakhstan,KAZ,1994,18544100
Kazakhstan,KAZ,1995,20640800
Kazakhstan,KAZ,1996,22960100
Kazakhstan,KAZ,1997,25778200
Kazakhstan,KAZ,1998,25945100
Kazakhstan,KAZ,1999,30130400
Kazakhstan,KAZ,2000,35316800
Kazakhstan,KAZ,2001,40090600
Kazakhstan,KAZ,2002,47270700
Kazakhstan,KAZ,2003,45376300
Kazakhstan,KAZ,2004,59484800
Kazakhstan,KAZ,2005,61486000
Kazakhstan,KAZ,2006,65003100
Kazakhstan,KAZ,2007,67125300
Kazakhstan,KAZ,2008,70671000
Kazakhstan,KAZ,2009,76482000
Kazakhstan,KAZ,2010,79684000
Kazakhstan,KAZ,2011,80060900
Kazakhstan,KAZ,2012,79225000
Kazakhstan,KAZ,2013,81731400
Kazakhstan,KAZ,2014,80825600
Kazakhstan,KAZ,2015,79456300
Kazakhstan,KAZ,2016,78031700
Kazakhstan,KAZ,2017,86194000
Kazakhstan,KAZ,2018,90359000
Kazakhstan,KAZ,2019,90555400
Kazakhstan,KAZ,2020,85656100
Kazakhstan,KAZ,2021,85879400
Kazakhstan,KAZ,2022,84236900
Kazakhstan,KAZ,2023,89976700
Kuwait,KWT,1970,137397000
Kuwait,KWT,1971,146785000
Kuwait,KWT,1972,151180000
Kuwait,KWT,1973,138255000
Kuwait,KWT,1974,114390000
Kuwait,KWT,1975,104769000
Kuwait,KWT,1976,113965000
Kuwait,KWT,1977,98686000
Kuwait,KWT,1978,105454000
Kuwait,KWT,1979,125392000
Kuwait,KWT,1980,83567000
Kuwait,KWT,1981,56756383
Kuwait,KWT,1982,41407867
Kuwait,KWT,1983,53015873
Kuwait,KWT,1984,58578330
Kuwait,KWT,1985,53458000
Kuwait,KWT,1986,71580400
Kuwait,KWT,1987,61439000
Kuwait,KWT,1988,71504000
Kuwait,KWT,1989,91886000
Kuwait,KWT,1990,58729000
Kuwait,KWT,1991,9567000
Kuwait,KWT,1992,53121000
Kuwait,KWT,1993,96000000
Kuwait,KWT,1994,104100000
Kuwait,KWT,1995,105300000
Kuwait,KWT,1996,105800000
Kuwait,KWT,1997,105200000
Kuwait,KWT,1998,107200000
Kuwait,KWT,1999,98300000
Kuwait,KWT,2000,103900000
Kuwait,KWT,2001,101900000
Kuwait,KWT,2002,98200000
Kuwait,KWT,2003,114800000
Kuwait,KWT,2004,122300000
Kuwait,KWT,2005,129300000
Kuwait,KWT,2006,132700000
Kuwait,KWT,2007,129900000
Kuwait,KWT,2008,137300000
Kuwait,KWT,2009,121300000
Kuwait,KWT,2010,122500000
Kuwait,KWT,2011,139700000
Kuwait,KWT,2012,153700000
Kuwait,KWT,2013,151300000
Kuwait,KWT,2014,150100000
Kuwait,KWT,2015,148100000
Kuwait,KWT,2016,152600000
Kuwait,KWT,2017,145000000
Kuwait,KWT,2018,146800000
Kuwait,KWT,2019,143400000
Kuwait,KWT,2020,131200000
Kuwait,KWT,2021,130000000
Kuwait,KWT,2022,145900000
Kuwait,KWT,2023,139800000
Kyrgyzstan,KGZ,1992,113000
Kyrgyzstan,KGZ,1993,87600
Kyrgyzstan,KGZ,1994,88200
Kyrgyzstan,KGZ,1995,88500
Kyrgyzstan,KGZ,1996,84000
Kyrgyzstan,KGZ,1997,84800
Kyrgyzstan,KGZ,1998,77100
Kyrgyzstan,KGZ,1999,77000
Kyrgyzstan,KGZ,2000,77100
Kyrgyzstan,KGZ,2001,75500
Kyrgyzstan,KGZ,2002,75500
Kyrgyzstan,KGZ,2003,69500
Kyrgyzstan,KGZ,2004,73800
Kyrgyzstan,KGZ,2005,100000
Kyrgyzstan,KGZ,2006,100000
Kyrgyzstan,KGZ,2007,100000
Kyrgyzstan,KGZ,2008,71000
Kyrgyzstan,KGZ,2009,77300
Kyrgyzstan,KGZ,2010,82800
Kyrgyzstan,KGZ,2011,90300
Kyrgyzstan,KGZ,2012,83600
Kyrgyzstan,KGZ,2013,83500
Kyrgyzstan,KGZ,2014,82900
Kyrgyzstan,KGZ,2015,107100
Kyrgyzstan,KGZ,2016,145300
Kyrgyzstan,KGZ,2017,173200
Kyrgyzstan,KGZ,2018,200000
Kyrgyzstan,KGZ,2019,233100
Kyrgyzstan,KGZ,2020,239200
Kyrgyzstan,KGZ,2021,275700
Kyrgyzstan,KGZ,2022,295100
Kyrgyzstan,KGZ,2023,303200
Libya,LBY,1970,159890000
Libya,LBY,1971,133012000
Libya,LBY,1972,108800000
Libya,LBY,1973,105300000
Libya,LBY,1974,72921000
Libya,LBY,1975,70930000
Libya,LBY,1976,92887000
Libya,LBY,1977,98900000
Libya,LBY,1978,95027000
Libya,LBY,1979,100270000
Libya,LBY,1980,86619000
Libya,LBY,1981,58973653
Libya,LBY,1982,50510000
Libya,LBY,1983,54400000
Libya,LBY,1984,53500000
Libya,LBY,1985,52700000
Libya,LBY,1986,49900000
Libya,LBY,1987,46790000
Libya,LBY,1988,49250000
Libya,LBY,1989,53694000
Libya,LBY,1990,65990000
Libya,LBY,1991,73968000
Libya,LBY,1992,73968000
Libya,LBY,1993,73266000
Libya,LBY,1994,67874000
Libya,LBY,1995,68620000
Libya,LBY,1996,69600000
Libya,LBY,1997,70000000
Libya,LBY,1998,69600000
Libya,LBY,1999,62028000
Libya,LBY,2000,64919000
Libya,LBY,2001,63777000
Libya,LBY,2002,61550000
Libya,LBY,2003,69000000
Libya,LBY,2004,76600000
Libya,LBY,2005,81900000
Libya,LBY,2006,84900000
Libya,LBY,2007,85000000
Libya,LBY,2008,85500000
Libya,LBY,2009,77400000
Libya,LBY,2010,77600000
Libya,LBY,2011,24361000
Libya,LBY,2012,72387000
Libya,LBY,2013,49459000
Libya,LBY,2014,23897000
Libya,LBY,2015,19996000
Libya,LBY,2016,18810000
Libya,LBY,2017,43757120
Libya,LBY,2018,55146520
Libya,LBY,2019,58000000
Libya,LBY,2020,19700000
Libya,LBY,2021,60400000
Libya,LBY,2022,53600000
Libya,LBY,2023,59700000
Lithuania,LTU,1992,63800
Lithuania,LTU,1993,72000
Lithuania,LTU,1994,82000
Lithuania,LTU,1995,127000
Lithuania,LTU,1996,180000
Lithuania,LTU,1997,212300
Lithuania,LTU,1998,277500
Lithuania,LTU,1999,232500
Lithuania,LTU,2000,316400
Lithuania,LTU,2001,470000
Lithuania,LTU,2002,433700
Lithuania,LTU,2003,382400
Lithuania,LTU,2004,301874
Lithuania,LTU,2005,216634
Lithuania,LTU,2006,180894
Lithuania,LTU,2007,154449
Lithuania,LTU,2008,127658
Lithuania,LTU,2009,114956
Lithuania,LTU,2010,114464
Lithuania,LTU,2011,113895
Lithuania,LTU,2012,101644
Lithuania,LTU,2013,86054
Lithuania,LTU,2014,80862
Lithuania,LTU,2015,73540
Lithuania,LTU,2016,63468
Lithuania,LTU,2017,55829
Lithuania,LTU,2018,46029
Lithuania,LTU,2019,39572
Lithuania,LTU,2020,31631
Lithuania,LTU,2021,28916
Lithuania,LTU,2022,27040
Lithuania,LTU,2023,24775
Malaysia,MYS,1970,859000
Malaysia,MYS,1971,3275000
Malaysia,MYS,1972,4362000
Malaysia,MYS,1973,4339000
Malaysia,MYS,1974,3875000
Malaysia,MYS,1975,4683000
Malaysia,MYS,1976,8026000
Malaysia,MYS,1977,8985000
Malaysia,MYS,1978,10552000
Malaysia,MYS,1979,13639000
Malaysia,MYS,1980,13124000
Malaysia,MYS,1981,12329486
Malaysia,MYS,1982,14478786
Malaysia,MYS,1983,18303756
Malaysia,MYS,1984,21402997
Malaysia,MYS,1985,21300000
Malaysia,MYS,1986,26200000
Malaysia,MYS,1987,24600000
Malaysia,MYS,1988,26700000
Malaysia,MYS,1989,28800000
Malaysia,MYS,1990,30600000
Malaysia,MYS,1991,32000000
Malaysia,MYS,1992,31300000
Malaysia,MYS,1993,30600000
Malaysia,MYS,1994,31700000
Malaysia,MYS,1995,33680000
Malaysia,MYS,1996,34190000
Malaysia,MYS,1997,34100000
Malaysia,MYS,1998,34630000
Malaysia,MYS,1999,33000000
Malaysia,MYS,2000,32500000
Malaysia,MYS,2001,31800000
Malaysia,MYS,2002,33300000
Malaysia,MYS,2003,35200000
Malaysia,MYS,2004,36400000
Malaysia,MYS,2005,33600000
Malaysia,MYS,2006,31900000
Malaysia,MYS,2007,32600000
Malaysia,MYS,2008,32900000
Malaysia,MYS,2009,31500000
Malaysia,MYS,2010,30500000
Malaysia,MYS,2011,27200000
Malaysia,MYS,2012,28000000
Malaysia,MYS,2013,27510000
Malaysia,MYS,2014,28800000
Malaysia,MYS,2015,31240000
Malaysia,MYS,2016,31860000
Malaysia,MYS,2017,31527300
Malaysia,MYS,2018,31192900
Malaysia,MYS,2019,29138900
Malaysia,MYS,2020,26559400
Malaysia,MYS,2021,24123200
Malaysia,MYS,2022,23979800
Malaysia,MYS,2023,24075400
Mauritania,MRT,2002,0
Mauritania,MRT,2003,0
Mauritania,MRT,2004,0
Mauritania,MRT,2005,0
Mauritania,MRT,2006,1523000
Mauritania,MRT,2007,739507
Mauritania,MRT,2008,592679
Mauritania,MRT,2009,550143
Mauritania,MRT,2010,412000
Mauritania,MRT,2011,385000
Mauritania,MRT,2012,327000
Mauritania,MRT,2013,336000
Mauritania,MRT,2014,299000
Mauritania,MRT,2015,258900
Mauritania,MRT,2016,240528
Mauritania,MRT,2017,165603
Mexico,MEX,1970,22701000
Mexico,MEX,1971,22608000
Mexico,MEX,1972,22163000
Mexico,MEX,1973,23257000
Mexico,MEX,1974,29594000
Mexico,MEX,1975,36456000
Mexico,MEX,1976,41256000
Mexico,MEX,1977,50364000
Mexico,MEX,1978,62092000
Mexico,MEX,1979,75542000
Mexico,MEX,1980,100367000
